# This file was produced by bcftools (1.10.2-128-gd1b74cd+htslib-1.10.2-137-g34ba6c7), the command line was:
# 	 bcftools gtcheck  all_strains_biallelic_SNPs_no_missing.recode.vcf.gz
# and the working directory was:
# 	 /Users/clairedubin/cocci/popgen/popgen_paper/isolate_and_pop_info
#
INFO	Time required to process one record .. 0.000013 seconds
# DC, discordance:
#     - query sample
#     - genotyped sample
#     - discordance (number of mismatches; smaller is better)
#     - negative log of HWE probability at matching sites (rare genotypes mataches are more informative, bigger is better)
#     - number of sites compared (bigger is better)
#DC	[2]Query Sample	[3]Genotyped Sample	[4]Discordance	[5]-log P(HWE)	[6]Number of sites compared
DC	GT017_Paraguay	Tucson_17	3.329252e+05	1.564106e+06	262428
DC	GT017_Paraguay	Tucson_18	3.414520e+05	1.565948e+06	262428
DC	GT017_Paraguay	Tucson_19	3.431752e+05	1.562683e+06	262428
DC	GT017_Paraguay	Tucson_20	3.533955e+05	1.558414e+06	262428
DC	GT017_Paraguay	Tucson_21	3.453935e+05	1.562153e+06	262428
DC	GT017_Paraguay	Tucson_22	3.419868e+05	1.560401e+06	262428
DC	GT017_Paraguay	Tucson_23	3.486517e+05	1.560404e+06	262428
DC	GT017_Paraguay	San_Antonio_1	2.551142e+05	1.577927e+06	262428
DC	GT017_Paraguay	Colorado_Springs_1	3.436307e+05	1.557253e+06	262428
DC	GT017_Paraguay	Sonora_1	2.163722e+05	1.589050e+06	262428
DC	GT017_Paraguay	Sonora_2	3.157824e+05	1.553312e+06	262428
DC	GT017_Paraguay	Coahuila_2	2.362285e+05	1.583589e+06	262428
DC	GT017_Paraguay	Phoenix_1	3.477010e+05	1.560959e+06	262428
DC	GT017_Paraguay	Phoenix_2	3.491568e+05	1.559528e+06	262428
DC	GT017_Paraguay	Phoenix_3	3.372628e+05	1.563449e+06	262428
DC	GT017_Paraguay	Phoenix_4	3.451162e+05	1.560120e+06	262428
DC	GT017_Paraguay	Phoenix_5	3.407092e+05	1.562659e+06	262428
DC	GT017_Paraguay	Phoenix_6	3.463145e+05	1.562350e+06	262428
DC	GT017_Paraguay	Phoenix_7	3.384810e+05	1.558653e+06	262428
DC	GT017_Paraguay	Phoenix_8	3.512563e+05	1.561318e+06	262428
DC	GT017_Paraguay	Phoenix_9	3.399169e+05	1.560046e+06	262428
DC	GT017_Paraguay	Nuevo_Leon_1	2.549756e+05	1.575173e+06	262428
DC	GT017_Paraguay	Nuevo_Leon_2	2.597094e+05	1.577061e+06	262428
DC	GT017_Paraguay	Michoacan_1	3.324003e+05	1.547241e+06	262428
DC	GT017_Paraguay	B0858_Guatemala	3.573271e+05	1.564902e+06	262428
DC	GT017_Paraguay	B10757_Nevada	3.280725e+05	1.562804e+06	262428
DC	GT017_Paraguay	B10813_Texas	3.189020e+05	1.557078e+06	262428
DC	GT017_Paraguay	B1249_Guatemala	3.586938e+05	1.564288e+06	262428
DC	GT017_Paraguay	B5773_Brazil	1.819579e+05	1.598198e+06	262428
DC	GT017_Paraguay	Tucson_24	3.595653e+05	1.550569e+06	262428
DC	GT002_Texas	Tucson_1	3.485329e+05	1.567099e+06	262428
DC	GT002_Texas	Tucson_2	3.565546e+05	1.563556e+06	262428
DC	GT002_Texas	Tucson_3	3.462452e+05	1.572246e+06	262428
DC	GT002_Texas	Tucson_4	3.462056e+05	1.572279e+06	262428
DC	GT002_Texas	Tucson_5	3.549305e+05	1.556975e+06	262428
DC	GT002_Texas	Tucson_6	3.500481e+05	1.565244e+06	262428
DC	GT002_Texas	Tucson_7	3.634771e+05	1.555944e+06	262428
DC	GT002_Texas	Tucson_8	3.512662e+05	1.565804e+06	262428
DC	GT002_Texas	Tucson_9	3.433732e+05	1.564344e+06	262428
DC	GT002_Texas	Tucson_10	3.651805e+05	1.556040e+06	262428
DC	GT002_Texas	Tucson_11	3.364805e+05	1.562036e+06	262428
DC	GT002_Texas	Tucson_12	3.440863e+05	1.566675e+06	262428
DC	GT002_Texas	Tucson_13	3.518505e+05	1.567299e+06	262428
DC	GT002_Texas	Tucson_14	3.469979e+05	1.566445e+06	262428
DC	GT002_Texas	Tucson_15	3.435416e+05	1.565212e+06	262428
DC	GT002_Texas	Tucson_16	3.520783e+05	1.566318e+06	262428
DC	GT002_Texas	Tucson_17	3.494044e+05	1.566603e+06	262428
DC	GT002_Texas	Tucson_18	3.502264e+05	1.569759e+06	262428
DC	GT002_Texas	Tucson_19	3.396297e+05	1.568577e+06	262428
DC	GT002_Texas	Tucson_20	3.574558e+05	1.562964e+06	262428
DC	GT002_Texas	Tucson_21	3.480278e+05	1.567142e+06	262428
DC	GT002_Texas	Tucson_22	3.477307e+05	1.564686e+06	262428
DC	GT002_Texas	Tucson_23	3.487310e+05	1.565810e+06	262428
DC	GT002_Texas	San_Antonio_1	2.058944e+05	1.592817e+06	262428
DC	GT002_Texas	Colorado_Springs_1	3.492955e+05	1.561533e+06	262428
DC	GT002_Texas	Sonora_1	1.932973e+05	1.598438e+06	262428
DC	GT002_Texas	Sonora_2	3.343215e+05	1.554222e+06	262428
DC	GT002_Texas	Coahuila_2	1.929111e+05	1.597490e+06	262428
DC	GT002_Texas	Phoenix_1	3.521179e+05	1.565627e+06	262428
DC	GT002_Texas	Phoenix_2	3.474732e+05	1.565040e+06	262428
DC	GT002_Texas	Phoenix_3	3.469285e+05	1.567052e+06	262428
DC	GT002_Texas	Phoenix_4	3.439872e+05	1.565555e+06	262428
DC	GT002_Texas	Phoenix_5	3.395802e+05	1.568186e+06	262428
DC	GT002_Texas	Phoenix_6	3.426701e+05	1.568301e+06	262428
DC	GT002_Texas	Phoenix_7	3.410162e+05	1.563214e+06	262428
DC	GT002_Texas	Phoenix_8	3.446607e+05	1.567745e+06	262428
DC	GT002_Texas	Phoenix_9	3.498797e+05	1.563606e+06	262428
DC	GT002_Texas	Nuevo_Leon_1	2.022301e+05	1.590549e+06	262428
DC	GT002_Texas	Nuevo_Leon_2	2.041910e+05	1.593241e+06	262428
DC	GT002_Texas	Michoacan_1	2.954012e+05	1.559620e+06	262428
DC	GT002_Texas	B0858_Guatemala	3.411252e+05	1.572972e+06	262428
DC	GT002_Texas	B10757_Nevada	3.497609e+05	1.563423e+06	262428
DC	GT002_Texas	B10813_Texas	2.911130e+05	1.567728e+06	262428
DC	GT002_Texas	B1249_Guatemala	3.389662e+05	1.572943e+06	262428
DC	GT002_Texas	B5773_Brazil	1.436714e+05	1.610615e+06	262428
DC	GT002_Texas	Tucson_24	3.698252e+05	1.553753e+06	262428
DC	GT002_Texas	GT017_Paraguay	2.461319e+05	1.581325e+06	262428
DC	730332_Guatemala	Tucson_1	3.499887e+05	1.573346e+06	262428
DC	730332_Guatemala	Tucson_2	3.460868e+05	1.571839e+06	262428
DC	730332_Guatemala	Tucson_3	3.502561e+05	1.578159e+06	262428
DC	730332_Guatemala	Tucson_4	3.502165e+05	1.578192e+06	262428
DC	730332_Guatemala	Tucson_5	3.556534e+05	1.563372e+06	262428
DC	730332_Guatemala	Tucson_6	3.397585e+05	1.573556e+06	262428
DC	730332_Guatemala	Tucson_7	3.518208e+05	1.564567e+06	262428
DC	730332_Guatemala	Tucson_8	3.499293e+05	1.572733e+06	262428
DC	730332_Guatemala	Tucson_9	3.474633e+05	1.570190e+06	262428
DC	730332_Guatemala	Tucson_10	3.552078e+05	1.564308e+06	262428
DC	730332_Guatemala	Tucson_11	3.348266e+05	1.568511e+06	262428
DC	730332_Guatemala	Tucson_12	3.480773e+05	1.572654e+06	262428
DC	730332_Guatemala	Tucson_13	3.486517e+05	1.574502e+06	262428
DC	730332_Guatemala	Tucson_14	3.468691e+05	1.573155e+06	262428
DC	730332_Guatemala	Tucson_15	3.486022e+05	1.570817e+06	262428
DC	730332_Guatemala	Tucson_16	3.374114e+05	1.575509e+06	262428
DC	730332_Guatemala	Tucson_17	3.470375e+05	1.573649e+06	262428
DC	730332_Guatemala	Tucson_18	3.377580e+05	1.578509e+06	262428
DC	730332_Guatemala	Tucson_19	3.336382e+05	1.576287e+06	262428
DC	730332_Guatemala	Tucson_20	3.354010e+05	1.573351e+06	262428
DC	730332_Guatemala	Tucson_21	3.393029e+05	1.575289e+06	262428
DC	730332_Guatemala	Tucson_22	3.385107e+05	1.573129e+06	262428
DC	730332_Guatemala	Tucson_23	3.417689e+05	1.573502e+06	262428
DC	730332_Guatemala	San_Antonio_1	3.499392e+05	1.571430e+06	262428
DC	730332_Guatemala	Colorado_Springs_1	3.479981e+05	1.568454e+06	262428
DC	730332_Guatemala	Sonora_1	3.480971e+05	1.575112e+06	262428
DC	730332_Guatemala	Sonora_2	3.425314e+05	1.559048e+06	262428
DC	730332_Guatemala	Coahuila_2	3.449578e+05	1.574313e+06	262428
DC	730332_Guatemala	Phoenix_1	3.420462e+05	1.573896e+06	262428
DC	730332_Guatemala	Phoenix_2	3.369261e+05	1.573441e+06	262428
DC	730332_Guatemala	Phoenix_3	3.475723e+05	1.573657e+06	262428
DC	730332_Guatemala	Phoenix_4	3.453242e+05	1.572075e+06	262428
DC	730332_Guatemala	Phoenix_5	3.383225e+05	1.574976e+06	262428
DC	730332_Guatemala	Phoenix_6	3.351138e+05	1.576462e+06	262428
DC	730332_Guatemala	Phoenix_7	3.366092e+05	1.570513e+06	262428
DC	730332_Guatemala	Phoenix_8	3.367875e+05	1.575678e+06	262428
DC	730332_Guatemala	Phoenix_9	3.467404e+05	1.570804e+06	262428
DC	730332_Guatemala	Nuevo_Leon_1	3.486319e+05	1.568800e+06	262428
DC	730332_Guatemala	Nuevo_Leon_2	3.424324e+05	1.572840e+06	262428
DC	730332_Guatemala	Michoacan_1	3.396991e+05	1.558431e+06	262428
DC	730332_Guatemala	B0858_Guatemala	8.521172e+04	1.632265e+06	262428
DC	730332_Guatemala	B10757_Nevada	3.445022e+05	1.570824e+06	262428
DC	730332_Guatemala	B10813_Texas	3.454331e+05	1.564486e+06	262428
DC	730332_Guatemala	B1249_Guatemala	9.551124e+04	1.629224e+06	262428
DC	730332_Guatemala	B5773_Brazil	3.528607e+05	1.575657e+06	262428
DC	730332_Guatemala	Tucson_24	3.359061e+05	1.565807e+06	262428
DC	730332_Guatemala	GT017_Paraguay	3.572776e+05	1.566358e+06	262428
DC	730332_Guatemala	GT002_Texas	3.365795e+05	1.575225e+06	262428
DC	730333_Guatelama	Tucson_1	3.499887e+05	1.573346e+06	262428
DC	730333_Guatelama	Tucson_2	3.460868e+05	1.571839e+06	262428
DC	730333_Guatelama	Tucson_3	3.502561e+05	1.578159e+06	262428
DC	730333_Guatelama	Tucson_4	3.502165e+05	1.578192e+06	262428
DC	730333_Guatelama	Tucson_5	3.556534e+05	1.563372e+06	262428
DC	730333_Guatelama	Tucson_6	3.397585e+05	1.573556e+06	262428
DC	730333_Guatelama	Tucson_7	3.518208e+05	1.564567e+06	262428
DC	730333_Guatelama	Tucson_8	3.499293e+05	1.572733e+06	262428
DC	730333_Guatelama	Tucson_9	3.474633e+05	1.570190e+06	262428
DC	730333_Guatelama	Tucson_10	3.552078e+05	1.564308e+06	262428
DC	730333_Guatelama	Tucson_11	3.348266e+05	1.568511e+06	262428
DC	730333_Guatelama	Tucson_12	3.480773e+05	1.572654e+06	262428
DC	730333_Guatelama	Tucson_13	3.486517e+05	1.574502e+06	262428
DC	730333_Guatelama	Tucson_14	3.468691e+05	1.573155e+06	262428
DC	730333_Guatelama	Tucson_15	3.486022e+05	1.570817e+06	262428
DC	730333_Guatelama	Tucson_16	3.374114e+05	1.575509e+06	262428
DC	730333_Guatelama	Tucson_17	3.470375e+05	1.573649e+06	262428
DC	730333_Guatelama	Tucson_18	3.377580e+05	1.578509e+06	262428
DC	730333_Guatelama	Tucson_19	3.336382e+05	1.576287e+06	262428
DC	730333_Guatelama	Tucson_20	3.354010e+05	1.573351e+06	262428
DC	730333_Guatelama	Tucson_21	3.393029e+05	1.575289e+06	262428
DC	730333_Guatelama	Tucson_22	3.385107e+05	1.573129e+06	262428
DC	730333_Guatelama	Tucson_23	3.417689e+05	1.573502e+06	262428
DC	730333_Guatelama	San_Antonio_1	3.499392e+05	1.571430e+06	262428
DC	730333_Guatelama	Colorado_Springs_1	3.479981e+05	1.568454e+06	262428
DC	730333_Guatelama	Sonora_1	3.480971e+05	1.575112e+06	262428
DC	730333_Guatelama	Sonora_2	3.425314e+05	1.559048e+06	262428
DC	730333_Guatelama	Coahuila_2	3.449578e+05	1.574313e+06	262428
DC	730333_Guatelama	Phoenix_1	3.420462e+05	1.573896e+06	262428
DC	730333_Guatelama	Phoenix_2	3.369261e+05	1.573441e+06	262428
DC	730333_Guatelama	Phoenix_3	3.475723e+05	1.573657e+06	262428
DC	730333_Guatelama	Phoenix_4	3.453242e+05	1.572075e+06	262428
DC	730333_Guatelama	Phoenix_5	3.383225e+05	1.574976e+06	262428
DC	730333_Guatelama	Phoenix_6	3.351138e+05	1.576462e+06	262428
DC	730333_Guatelama	Phoenix_7	3.366092e+05	1.570513e+06	262428
DC	730333_Guatelama	Phoenix_8	3.367875e+05	1.575678e+06	262428
DC	730333_Guatelama	Phoenix_9	3.467404e+05	1.570804e+06	262428
DC	730333_Guatelama	Nuevo_Leon_1	3.486319e+05	1.568800e+06	262428
DC	730333_Guatelama	Nuevo_Leon_2	3.424324e+05	1.572840e+06	262428
DC	730333_Guatelama	Michoacan_1	3.396991e+05	1.558431e+06	262428
DC	730333_Guatelama	B0858_Guatemala	8.521172e+04	1.632265e+06	262428
DC	730333_Guatelama	B10757_Nevada	3.445022e+05	1.570824e+06	262428
DC	730333_Guatelama	B10813_Texas	3.454331e+05	1.564486e+06	262428
DC	730333_Guatelama	B1249_Guatemala	9.551124e+04	1.629224e+06	262428
DC	730333_Guatelama	B5773_Brazil	3.528607e+05	1.575657e+06	262428
DC	730333_Guatelama	Tucson_24	3.359061e+05	1.565807e+06	262428
DC	730333_Guatelama	GT017_Paraguay	3.572776e+05	1.566358e+06	262428
DC	730333_Guatelama	GT002_Texas	3.365795e+05	1.575225e+06	262428
DC	730333_Guatelama	730332_Guatemala	5.248822e+01	1.653575e+06	262428
DC	730334_Guatemala	Tucson_1	3.458887e+05	1.568823e+06	262428
DC	730334_Guatemala	Tucson_2	3.568418e+05	1.564852e+06	262428
DC	730334_Guatemala	Tucson_3	3.400358e+05	1.574626e+06	262428
DC	730334_Guatemala	Tucson_4	3.399962e+05	1.574659e+06	262428
DC	730334_Guatemala	Tucson_5	3.444230e+05	1.560036e+06	262428
DC	730334_Guatemala	Tucson_6	3.455025e+05	1.567374e+06	262428
DC	730334_Guatemala	Tucson_7	3.556237e+05	1.558792e+06	262428
DC	730334_Guatemala	Tucson_8	3.391544e+05	1.569230e+06	262428
DC	730334_Guatemala	Tucson_9	3.342324e+05	1.567143e+06	262428
DC	730334_Guatemala	Tucson_10	3.596049e+05	1.558371e+06	262428
DC	730334_Guatemala	Tucson_11	3.248638e+05	1.565300e+06	262428
DC	730334_Guatemala	Tucson_12	3.458788e+05	1.567785e+06	262428
DC	730334_Guatemala	Tucson_13	3.423928e+05	1.570284e+06	262428
DC	730334_Guatemala	Tucson_14	3.422343e+05	1.568695e+06	262428
DC	730334_Guatemala	Tucson_15	3.388771e+05	1.567374e+06	262428
DC	730334_Guatemala	Tucson_16	3.415510e+05	1.569488e+06	262428
DC	730334_Guatemala	Tucson_17	3.342819e+05	1.570514e+06	262428
DC	730334_Guatemala	Tucson_18	3.400754e+05	1.572841e+06	262428
DC	730334_Guatemala	Tucson_19	3.392831e+05	1.569999e+06	262428
DC	730334_Guatemala	Tucson_20	3.494638e+05	1.565764e+06	262428
DC	730334_Guatemala	Tucson_21	3.399169e+05	1.569791e+06	262428
DC	730334_Guatemala	Tucson_22	3.388870e+05	1.567604e+06	262428
DC	730334_Guatemala	Tucson_23	3.399467e+05	1.568581e+06	262428
DC	730334_Guatemala	San_Antonio_1	1.879198e+05	1.598691e+06	262428
DC	730334_Guatemala	Colorado_Springs_1	3.405310e+05	1.564515e+06	262428
DC	730334_Guatemala	Sonora_1	1.848299e+05	1.601353e+06	262428
DC	730334_Guatemala	Sonora_2	3.318358e+05	1.555956e+06	262428
DC	730334_Guatemala	Coahuila_2	2.009229e+05	1.596529e+06	262428
DC	730334_Guatemala	Phoenix_1	3.526032e+05	1.566877e+06	262428
DC	730334_Guatemala	Phoenix_2	3.447498e+05	1.566912e+06	262428
DC	730334_Guatemala	Phoenix_3	3.381244e+05	1.570007e+06	262428
DC	730334_Guatemala	Phoenix_4	3.417194e+05	1.567367e+06	262428
DC	730334_Guatemala	Phoenix_5	3.357674e+05	1.570169e+06	262428
DC	730334_Guatemala	Phoenix_6	3.380650e+05	1.570506e+06	262428
DC	730334_Guatemala	Phoenix_7	3.352623e+05	1.565556e+06	262428
DC	730334_Guatemala	Phoenix_8	3.414817e+05	1.569688e+06	262428
DC	730334_Guatemala	Phoenix_9	3.474732e+05	1.565498e+06	262428
DC	730334_Guatemala	Nuevo_Leon_1	2.044980e+05	1.591181e+06	262428
DC	730334_Guatemala	Nuevo_Leon_2	1.868106e+05	1.598768e+06	262428
DC	730334_Guatemala	Michoacan_1	3.082063e+05	1.558141e+06	262428
DC	730334_Guatemala	B0858_Guatemala	3.482853e+05	1.573170e+06	262428
DC	730334_Guatemala	B10757_Nevada	3.454925e+05	1.565618e+06	262428
DC	730334_Guatemala	B10813_Texas	2.764065e+05	1.572365e+06	262428
DC	730334_Guatemala	B1249_Guatemala	3.492756e+05	1.572666e+06	262428
DC	730334_Guatemala	B5773_Brazil	1.384721e+05	1.612882e+06	262428
DC	730334_Guatemala	Tucson_24	3.717959e+05	1.554464e+06	262428
DC	730334_Guatemala	GT017_Paraguay	2.368326e+05	1.584378e+06	262428
DC	730334_Guatemala	GT002_Texas	1.859688e+05	1.599811e+06	262428
DC	730334_Guatemala	730332_Guatemala	3.444527e+05	1.575269e+06	262428
DC	730334_Guatemala	730333_Guatelama	3.444527e+05	1.575269e+06	262428
DC	GT162_USA	Tucson_1	3.124747e+05	1.567055e+06	262428
DC	GT162_USA	Tucson_2	3.354307e+05	1.560894e+06	262428
DC	GT162_USA	Tucson_3	2.989169e+05	1.574580e+06	262428
DC	GT162_USA	Tucson_4	2.988773e+05	1.574613e+06	262428
DC	GT162_USA	Tucson_5	3.269732e+05	1.555441e+06	262428
DC	GT162_USA	Tucson_6	3.153367e+05	1.565050e+06	262428
DC	GT162_USA	Tucson_7	3.416996e+05	1.553198e+06	262428
DC	GT162_USA	Tucson_8	3.158418e+05	1.565855e+06	262428
DC	GT162_USA	Tucson_9	3.206251e+05	1.561985e+06	262428
DC	GT162_USA	Tucson_10	3.298749e+05	1.555728e+06	262428
DC	GT162_USA	Tucson_11	3.183870e+05	1.558456e+06	262428
DC	GT162_USA	Tucson_12	3.075527e+05	1.566652e+06	262428
DC	GT162_USA	Tucson_13	3.072754e+05	1.569288e+06	262428
DC	GT162_USA	Tucson_14	3.173768e+05	1.565089e+06	262428
DC	GT162_USA	Tucson_15	3.179017e+05	1.563845e+06	262428
DC	GT162_USA	Tucson_16	3.170104e+05	1.566572e+06	262428
DC	GT162_USA	Tucson_17	3.203379e+05	1.565126e+06	262428
DC	GT162_USA	Tucson_18	3.110585e+05	1.570150e+06	262428
DC	GT162_USA	Tucson_19	3.123459e+05	1.566927e+06	262428
DC	GT162_USA	Tucson_20	3.260918e+05	1.562446e+06	262428
DC	GT162_USA	Tucson_21	3.108802e+05	1.567266e+06	262428
DC	GT162_USA	Tucson_22	3.109792e+05	1.564937e+06	262428
DC	GT162_USA	Tucson_23	3.194070e+05	1.564451e+06	262428
DC	GT162_USA	San_Antonio_1	3.484933e+05	1.558602e+06	262428
DC	GT162_USA	Colorado_Springs_1	2.982237e+05	1.564595e+06	262428
DC	GT162_USA	Sonora_1	3.383522e+05	1.563738e+06	262428
DC	GT162_USA	Sonora_2	3.140295e+05	1.551784e+06	262428
DC	GT162_USA	Coahuila_2	3.396694e+05	1.562089e+06	262428
DC	GT162_USA	Phoenix_1	3.207737e+05	1.564510e+06	262428
DC	GT162_USA	Phoenix_2	3.195556e+05	1.563389e+06	262428
DC	GT162_USA	Phoenix_3	3.052650e+05	1.568430e+06	262428
DC	GT162_USA	Phoenix_4	3.166242e+05	1.564152e+06	262428
DC	GT162_USA	Phoenix_5	3.003925e+05	1.569201e+06	262428
DC	GT162_USA	Phoenix_6	3.110684e+05	1.567539e+06	262428
DC	GT162_USA	Phoenix_7	3.185850e+05	1.560806e+06	262428
DC	GT162_USA	Phoenix_8	3.114150e+05	1.567054e+06	262428
DC	GT162_USA	Phoenix_9	3.111872e+05	1.564663e+06	262428
DC	GT162_USA	Nuevo_Leon_1	3.437793e+05	1.556440e+06	262428
DC	GT162_USA	Nuevo_Leon_2	3.437793e+05	1.559622e+06	262428
DC	GT162_USA	Michoacan_1	3.450073e+05	1.543945e+06	262428
DC	GT162_USA	B0858_Guatemala	3.447795e+05	1.565746e+06	262428
DC	GT162_USA	B10757_Nevada	3.240814e+05	1.561247e+06	262428
DC	GT162_USA	B10813_Texas	3.409370e+05	1.551877e+06	262428
DC	GT162_USA	B1249_Guatemala	3.466611e+05	1.565157e+06	262428
DC	GT162_USA	B5773_Brazil	3.463244e+05	1.563726e+06	262428
DC	GT162_USA	Tucson_24	3.525041e+05	1.550129e+06	262428
DC	GT162_USA	GT017_Paraguay	3.417887e+05	1.556246e+06	262428
DC	GT162_USA	GT002_Texas	3.445220e+05	1.560718e+06	262428
DC	GT162_USA	730332_Guatemala	3.469483e+05	1.566871e+06	262428
DC	GT162_USA	730333_Guatelama	3.469483e+05	1.566871e+06	262428
DC	GT162_USA	730334_Guatemala	3.411252e+05	1.562781e+06	262428
DC	GT120_USA	Tucson_1	3.382730e+05	1.559751e+06	262428
DC	GT120_USA	Tucson_2	3.294392e+05	1.559624e+06	262428
DC	GT120_USA	Tucson_3	3.380650e+05	1.564559e+06	262428
DC	GT120_USA	Tucson_4	3.380254e+05	1.564592e+06	262428
DC	GT120_USA	Tucson_5	3.471860e+05	1.549162e+06	262428
DC	GT120_USA	Tucson_6	3.250123e+05	1.561101e+06	262428
DC	GT120_USA	Tucson_7	3.350544e+05	1.552401e+06	262428
DC	GT120_USA	Tucson_8	3.424522e+05	1.558289e+06	262428
DC	GT120_USA	Tucson_9	3.407983e+05	1.555859e+06	262428
DC	GT120_USA	Tucson_10	3.519892e+05	1.549217e+06	262428
DC	GT120_USA	Tucson_11	3.480080e+05	1.550815e+06	262428
DC	GT120_USA	Tucson_12	3.319447e+05	1.559826e+06	262428
DC	GT120_USA	Tucson_13	3.288351e+05	1.562314e+06	262428
DC	GT120_USA	Tucson_14	3.277655e+05	1.560799e+06	262428
DC	GT120_USA	Tucson_15	3.233387e+05	1.560093e+06	262428
DC	GT120_USA	Tucson_16	3.326677e+05	1.560929e+06	262428
DC	GT120_USA	Tucson_17	3.413430e+05	1.558779e+06	262428
DC	GT120_USA	Tucson_18	3.345988e+05	1.563262e+06	262428
DC	GT120_USA	Tucson_19	3.283795e+05	1.561394e+06	262428
DC	GT120_USA	Tucson_20	3.367380e+05	1.557993e+06	262428
DC	GT120_USA	Tucson_21	3.365993e+05	1.560005e+06	262428
DC	GT120_USA	Tucson_22	3.285379e+05	1.559058e+06	262428
DC	GT120_USA	Tucson_23	3.270227e+05	1.560680e+06	262428
DC	GT120_USA	San_Antonio_1	3.714988e+05	1.552195e+06	262428
DC	GT120_USA	Colorado_Springs_1	3.238041e+05	1.557180e+06	262428
DC	GT120_USA	Sonora_1	3.668046e+05	1.556465e+06	262428
DC	GT120_USA	Sonora_2	3.462056e+05	1.543297e+06	262428
DC	GT120_USA	Coahuila_2	3.678247e+05	1.554825e+06	262428
DC	GT120_USA	Phoenix_1	3.270822e+05	1.560910e+06	262428
DC	GT120_USA	Phoenix_2	3.199814e+05	1.560808e+06	262428
DC	GT120_USA	Phoenix_3	3.212392e+05	1.562922e+06	262428
DC	GT120_USA	Phoenix_4	3.373124e+05	1.557601e+06	262428
DC	GT120_USA	Phoenix_5	3.311029e+05	1.560672e+06	262428
DC	GT120_USA	Phoenix_6	3.252599e+05	1.562375e+06	262428
DC	GT120_USA	Phoenix_7	3.391148e+05	1.554573e+06	262428
DC	GT120_USA	Phoenix_8	3.171292e+05	1.563526e+06	262428
DC	GT120_USA	Phoenix_9	3.256363e+05	1.559170e+06	262428
DC	GT120_USA	Nuevo_Leon_1	3.712612e+05	1.549359e+06	262428
DC	GT120_USA	Nuevo_Leon_2	3.659331e+05	1.553247e+06	262428
DC	GT120_USA	Michoacan_1	3.789462e+05	1.535548e+06	262428
DC	GT120_USA	B0858_Guatemala	3.200309e+05	1.567845e+06	262428
DC	GT120_USA	B10757_Nevada	3.226850e+05	1.559551e+06	262428
DC	GT120_USA	B10813_Texas	3.642397e+05	1.545397e+06	262428
DC	GT120_USA	B1249_Guatemala	3.172184e+05	1.568047e+06	262428
DC	GT120_USA	B5773_Brazil	3.764010e+05	1.556037e+06	262428
DC	GT120_USA	Tucson_24	3.222493e+05	1.554009e+06	262428
DC	GT120_USA	GT017_Paraguay	3.687952e+05	1.548949e+06	262428
DC	GT120_USA	GT002_Texas	3.653092e+05	1.554815e+06	262428
DC	GT120_USA	730332_Guatemala	3.195853e+05	1.569447e+06	262428
DC	GT120_USA	730333_Guatelama	3.195853e+05	1.569447e+06	262428
DC	GT120_USA	730334_Guatemala	3.683298e+05	1.555645e+06	262428
DC	GT120_USA	GT162_USA	3.318457e+05	1.554405e+06	262428
DC	4545-MICE_Venezuela	Tucson_1	3.899489e+05	1.571302e+06	262428
DC	4545-MICE_Venezuela	Tucson_2	3.316377e+05	1.578916e+06	262428
DC	4545-MICE_Venezuela	Tucson_3	3.774013e+05	1.578149e+06	262428
DC	4545-MICE_Venezuela	Tucson_4	3.773617e+05	1.578182e+06	262428
DC	4545-MICE_Venezuela	Tucson_5	3.897112e+05	1.562211e+06	262428
DC	4545-MICE_Venezuela	Tucson_6	3.677950e+05	1.573379e+06	262428
DC	4545-MICE_Venezuela	Tucson_7	3.254679e+05	1.573398e+06	262428
DC	4545-MICE_Venezuela	Tucson_8	3.880078e+05	1.570869e+06	262428
DC	4545-MICE_Venezuela	Tucson_9	3.877602e+05	1.567894e+06	262428
DC	4545-MICE_Venezuela	Tucson_10	4.010506e+05	1.561252e+06	262428
DC	4545-MICE_Venezuela	Tucson_11	3.698945e+05	1.567014e+06	262428
DC	4545-MICE_Venezuela	Tucson_12	3.884733e+05	1.570523e+06	262428
DC	4545-MICE_Venezuela	Tucson_13	3.881167e+05	1.572433e+06	262428
DC	4545-MICE_Venezuela	Tucson_14	3.867104e+05	1.571061e+06	262428
DC	4545-MICE_Venezuela	Tucson_15	3.772131e+05	1.570560e+06	262428
DC	4545-MICE_Venezuela	Tucson_16	3.534846e+05	1.577209e+06	262428
DC	4545-MICE_Venezuela	Tucson_17	3.861261e+05	1.571610e+06	262428
DC	4545-MICE_Venezuela	Tucson_18	3.840365e+05	1.575232e+06	262428
DC	4545-MICE_Venezuela	Tucson_19	3.830660e+05	1.572442e+06	262428
DC	4545-MICE_Venezuela	Tucson_20	3.474732e+05	1.575903e+06	262428
DC	4545-MICE_Venezuela	Tucson_21	3.890080e+05	1.571421e+06	262428
DC	4545-MICE_Venezuela	Tucson_22	3.863935e+05	1.569389e+06	262428
DC	4545-MICE_Venezuela	Tucson_23	3.915730e+05	1.569822e+06	262428
DC	4545-MICE_Venezuela	San_Antonio_1	3.758365e+05	1.571375e+06	262428
DC	4545-MICE_Venezuela	Colorado_Springs_1	3.690824e+05	1.569441e+06	262428
DC	4545-MICE_Venezuela	Sonora_1	3.733211e+05	1.575171e+06	262428
DC	4545-MICE_Venezuela	Sonora_2	3.585452e+05	1.560842e+06	262428
